date,data1,data2,data3,flag1,flag2
2007-02-01,88.62393,214.9,184.85,0,0
2007-03-01,90.25775,215.35,186.44,0,0
2007-04-01,91.12738,213.49,188.89,0,0
2007-05-01,90.67212,210.78,190.68,0,0
2007-06-01,89.5314,207.96,191.92,0,0
2007-07-01,88.81565,205.55,192.3,0,0
2007-08-01,88.92138,204.52,192.14,0,0
2007-09-01,89.63767,203.13,191.66,0,0
2007-10-01,90.7233,199.64,189.86,0,0
2007-11-01,91.81738,194.69,187.14,0,0
2007-12-01,92.23581,189.99,184.88,0,0
2008-01-01,91.85019,186.63,181.62,0,1
2008-02-01,91.11945,178.87,179.85,0,1
2008-03-01,90.51383,172.64,178.29,0,1
2008-04-01,89.9945,166.69,179.57,1,1
2008-05-01,89.1646,162.56,178.67,1,1
2008-06-01,87.65391,158.49,178.28,1,1
2008-07-01,85.63516,154.08,176.51,1,1
2008-08-01,83.32983,148.15,175.24,1,1
2008-09-01,80.50829,142.85,172.82,1,1
2008-10-01,76.84796,137.58,170.45,1,1
2008-11-01,72.75692,134.67,166.23,1,1
2008-12-01,69.09134,130.63,160.19,1,1
2009-01-01,66.58408,126.64,154.38,1,0
2009-02-01,65.38157,123.99,152.13,1,0
2009-03-01,64.92065,121.19,149.05,1,0
2009-04-01,64.68954,120.13,149.38,1,0
2009-05-01,64.70486,119.86,148.96,1,0
2009-06-01,65.23706,123.33,149.53,1,0
2009-07-01,66.27533,126.13,149.44,1,0
2009-08-01,67.42221,129.22,149.54,1,0
2009-09-01,68.47264,131.58,148.94,1,0
2009-10-01,69.31183,134.01,149.26,1,0
2009-11-01,69.91661,136.1,148.56,1,0
2009-12-01,70.42793,137.01,147.54,1,0
2010-01-01,71.07772,138.45,145.09,1,0
2010-02-01,71.66047,139.35,143.56,1,0
2010-03-01,72.00031,141.12,143.72,1,0
2010-04-01,72.09961,141.68,145.14,1,0
2010-05-01,72.08717,141.38,146.82,1,0
2010-06-01,72.37122,140.51,146.83,1,0
2010-07-01,73.22744,139.8,147.04,0,0
2010-08-01,74.1731,139.15,145.93,0,0
2010-09-01,74.73484,138.9,145.07,0,0
2010-10-01,74.94587,137.22,143.13,0,0
