date,data1,data2,data3,flag1,flag2
1-Sep-07,89.63767,4.5,203.13,0,0
1-Oct-07,90.7233,4.6,199.64,0,0
1-Nov-07,91.81738,4.7,194.69,0,0
1-Dec-07,92.23581,4.7,189.99,0,0
1-Jan-08,91.85019,4.7,186.63,0,0
1-Feb-08,91.11945,4.7,178.87,1,0
1-Mar-08,90.51383,4.8,172.64,1,0
1-Apr-08,89.9945,5,166.69,1,1
1-May-08,89.1646,5.3,162.56,1,1
1-Jun-08,87.65391,5.5,158.49,1,1
1-Jul-08,85.63516,5.8,154.08,1,1
1-Aug-08,83.32983,6,148.15,1,1
1-Sep-08,80.50829,6.2,142.85,1,1
1-Oct-08,76.84796,6.5,137.58,1,1
1-Nov-08,72.75692,6.9,134.67,1,1
1-Dec-08,69.09134,7.4,130.63,1,1
1-Jan-09,66.58408,7.9,126.64,0,1
1-Feb-09,65.38157,8.4,123.99,0,1
1-Mar-09,64.92065,8.7,121.19,0,1
1-Apr-09,64.68954,9,120.13,0,1
1-May-09,64.70486,9.2,119.86,0,1
1-Jun-09,65.23706,9.5,123.33,0,1
1-Jul-09,66.27533,9.7,126.13,0,1
1-Aug-09,67.42221,9.8,129.22,0,1
1-Sep-09,68.47264,10,131.58,0,1
1-Oct-09,69.31183,10,134.01,0,1
1-Nov-09,69.91661,10,136.1,0,1
1-Dec-09,70.42793,10.1,137.01,0,1
1-Jan-10,71.07772,9.9,138.45,0,1
1-Feb-10,71.66047,10,139.35,0,1
1-Mar-10,72.00031,10.1,141.12,0,1
1-Apr-10,72.09961,10.1,141.68,0,1
1-May-10,72.08717,10,141.38,0,1
1-Jun-10,72.37122,9.8,140.51,0,1
1-Jul-10,73.22744,9.8,139.8,0,0
1-Aug-10,74.1731,9.8,139.15,0,0
1-Sep-10,74.73484,9.8,138.9,0,0
1-Oct-10,74.94587,9.8,137.22,0,0
1-Nov-10,75.0944,9.8,136.96,0,0
1-Dec-10,75.15395,9.7,136.89,0,0
1-Jan-11,74.93007,9.6,136.48,0,0
1-Feb-11,74.50768,9.4,134.85,0,0
1-Mar-11,74.2112,9.4,133.93,0,0
1-Apr-11,74.21047,9.3,133.5,0,0
1-May-11,74.31974,9.3,133.19,0,0
1-Jun-11,74.26799,9.2,132.5,0,0
1-Jul-11,74.12917,9.2,131.83,0,0
1-Aug-11,74.12342,9.1,131.82,0,0
1-Sep-11,74.08565,9,130.99,0,0
1-Oct-11,73.79674,8.8,131.12,0,0
1-Nov-11,73.38019,8.6,129.76,0,0
1-Dec-11,73.06461,8.5,129.85,0,0
1-Jan-12,72.93158,8.4,128.61,0,0
1-Feb-12,72.90454,8.3,129.41,0,0
1-Mar-12,72.90197,8.2,129.58,0,0
